Name,Height,Weight,Base Experience,Abilities,Types,HP,Attack,Defense,Special Attack,Special Defense,Speed
Carkol,11,780,144,"['steam-engine', 'flame-body', 'flash-fire']","['rock', 'fire']",80,60,90,60,70,50
Coalossal,28,3105,255,"['steam-engine', 'flame-body', 'flash-fire']","['rock', 'fire']",110,80,120,80,90,30
Applin,2,5,52,"['ripen', 'gluttony', 'bulletproof']","['grass', 'dragon']",40,40,80,40,40,20
Flapple,3,10,170,"['ripen', 'gluttony', 'hustle']","['grass', 'dragon']",70,110,80,95,60,70
Appletun,4,130,170,"['ripen', 'gluttony', 'thick-fat']","['grass', 'dragon']",110,85,80,100,80,30
Silicobra,22,76,63,"['sand-spit', 'shed-skin', 'sand-veil']",['ground'],52,57,75,35,50,46
Sandaconda,38,655,179,"['sand-spit', 'shed-skin', 'sand-veil']",['ground'],72,107,125,65,70,71
Cramorant,8,180,166,['gulp-missile'],"['flying', 'water']",70,85,55,85,95,85
Arrokuda,5,10,56,"['swift-swim', 'propeller-tail']",['water'],41,63,40,40,30,66
Barraskewda,13,300,172,"['swift-swim', 'propeller-tail']",['water'],61,123,60,60,50,136
Toxel,4,110,48,"['rattled', 'static', 'klutz']","['electric', 'poison']",40,38,35,54,35,40
Toxtricity-Amped,16,400,176,"['punk-rock', 'plus', 'technician']","['electric', 'poison']",75,98,70,114,70,75
Sizzlipede,7,10,61,"['flash-fire', 'white-smoke', 'flame-body']","['fire', 'bug']",50,65,45,50,50,45
Centiskorch,30,1200,184,"['flash-fire', 'white-smoke', 'flame-body']","['fire', 'bug']",100,115,65,90,90,65
Clobbopus,6,40,62,"['limber', 'technician']",['fighting'],50,68,60,50,50,32
Grapploct,16,390,168,"['limber', 'technician']",['fighting'],80,118,90,70,80,42
Sinistea,1,2,62,"['weak-armor', 'cursed-body']",['ghost'],40,45,45,74,54,50
Polteageist,2,4,178,"['weak-armor', 'cursed-body']",['ghost'],60,65,65,134,114,70
Hatenna,4,34,53,"['healer', 'anticipation', 'magic-bounce']",['psychic'],42,30,45,56,53,39
Hattrem,6,48,130,"['healer', 'anticipation', 'magic-bounce']",['psychic'],57,40,65,86,73,49
Hatterene,21,51,255,"['healer', 'anticipation', 'magic-bounce']","['psychic', 'fairy']",57,90,95,136,103,29
Impidimp,4,55,53,"['prankster', 'frisk', 'pickpocket']","['dark', 'fairy']",45,45,30,55,40,50
Morgrem,8,125,130,"['prankster', 'frisk', 'pickpocket']","['dark', 'fairy']",65,60,45,75,55,70
Grimmsnarl,15,610,255,"['prankster', 'frisk', 'pickpocket']","['dark', 'fairy']",95,120,65,95,75,60
Obstagoon,16,460,260,"['reckless', 'guts', 'defiant']","['dark', 'normal']",93,90,101,60,81,95
Perrserker,8,280,154,"['battle-armor', 'tough-claws', 'steely-spirit']",['steel'],70,110,100,50,60,50
Cursola,10,4,179,"['weak-armor', 'perish-body']",['ghost'],60,95,50,145,130,30
Sirfetchd,8,1170,177,"['steadfast', 'scrappy']",['fighting'],62,135,95,68,82,65
Mr-Rime,15,582,182,"['tangled-feet', 'screen-cleaner', 'ice-body']","['ice', 'psychic']",80,85,75,110,100,70
Runerigus,16,666,169,['wandering-spirit'],"['ground', 'ghost']",58,95,145,50,105,30
Milcery,2,3,54,"['sweet-veil', 'aroma-veil']",['fairy'],45,40,40,50,61,34
Alcremie,3,5,173,"['sweet-veil', 'aroma-veil']",['fairy'],65,60,75,110,121,64
Falinks,30,620,165,"['battle-armor', 'defiant']",['fighting'],65,100,100,70,60,75
Pincurchin,3,10,152,"['lightning-rod', 'electric-surge']",['electric'],48,101,95,91,85,15
Snom,3,38,37,"['shield-dust', 'ice-scales']","['ice', 'bug']",30,25,35,45,30,20
Frosmoth,13,420,166,"['shield-dust', 'ice-scales']","['ice', 'bug']",70,65,60,125,90,65
Stonjourner,25,5200,165,['power-spot'],['rock'],100,125,135,20,20,70
Eiscue-Ice,14,890,165,['ice-face'],['ice'],75,80,110,65,90,50
Indeedee-Male,9,280,166,"['inner-focus', 'synchronize', 'psychic-surge']","['psychic', 'normal']",60,65,55,105,95,95
Morpeko-Full-Belly,3,30,153,['hunger-switch'],"['electric', 'dark']",58,95,58,70,58,97
Cufant,12,1000,66,"['sheer-force', 'heavy-metal']",['steel'],72,80,49,40,49,40
Copperajah,30,6500,175,"['sheer-force', 'heavy-metal']",['steel'],122,130,69,80,69,30
Dracozolt,18,1900,177,"['volt-absorb', 'hustle', 'sand-rush']","['electric', 'dragon']",90,100,90,80,70,75
Arctozolt,23,1500,177,"['volt-absorb', 'static', 'slush-rush']","['electric', 'ice']",90,100,90,90,80,55
Dracovish,23,2150,177,"['water-absorb', 'strong-jaw', 'sand-rush']","['water', 'dragon']",90,90,100,70,80,75
Arctovish,20,1750,177,"['water-absorb', 'ice-body', 'slush-rush']","['water', 'ice']",90,90,100,80,90,55
Duraludon,18,400,187,"['light-metal', 'heavy-metal', 'stalwart']","['steel', 'dragon']",70,95,115,120,50,85
Dreepy,5,20,54,"['clear-body', 'infiltrator', 'cursed-body']","['dragon', 'ghost']",28,60,30,40,30,82
Drakloak,14,110,144,"['clear-body', 'infiltrator', 'cursed-body']","['dragon', 'ghost']",68,80,50,60,50,102
Dragapult,30,500,300,"['clear-body', 'infiltrator', 'cursed-body']","['dragon', 'ghost']",88,120,75,100,75,142
Zacian,28,1100,335,['intrepid-sword'],['fairy'],92,120,115,80,115,138
Zamazenta,29,2100,335,['dauntless-shield'],['fighting'],92,120,115,80,115,138
Eternatus,200,9500,345,['pressure'],"['poison', 'dragon']",140,85,95,145,95,130
Kubfu,6,120,77,['inner-focus'],['fighting'],60,90,60,53,50,72
Urshifu-Single-Strike,19,1050,275,['unseen-fist'],"['fighting', 'dark']",100,130,100,63,60,97
Zarude,18,700,300,['leaf-guard'],"['dark', 'grass']",105,120,105,70,95,105
Regieleki,12,1450,290,['transistor'],['electric'],80,100,50,100,50,200
Regidrago,21,2000,290,['dragons-maw'],['dragon'],200,100,50,100,50,80
Glastrier,22,8000,290,['chilling-neigh'],['ice'],100,145,130,65,110,30
Spectrier,20,445,290,['grim-neigh'],['ghost'],100,65,60,145,80,130
Calyrex,11,77,250,['unnerve'],"['psychic', 'grass']",100,80,80,80,80,80
Wyrdeer,18,951,263,"['intimidate', 'frisk', 'sap-sipper']","['normal', 'psychic']",103,105,72,105,75,65
Kleavor,18,890,175,"['swarm', 'sheer-force', 'sharpness']","['bug', 'rock']",70,135,95,45,70,85
Ursaluna,24,2900,275,"['guts', 'bulletproof', 'unnerve']","['ground', 'normal']",130,140,105,45,80,50
Basculegion-Male,30,1100,265,"['swift-swim', 'adaptability', 'mold-breaker']","['water', 'ghost']",120,112,65,80,75,78
Sneasler,13,430,102,"['pressure', 'unburden', 'poison-touch']","['fighting', 'poison']",80,130,60,40,80,120
Overqwil,25,605,179,"['poison-point', 'swift-swim', 'intimidate']","['dark', 'poison']",85,115,95,65,65,85
Enamorus-Incarnate,16,480,116,"['cute-charm', 'contrary']","['fairy', 'flying']",74,115,70,135,80,106
Sprigatito,4,41,62,"['overgrow', 'protean']",['grass'],40,61,54,45,45,65
Floragato,9,122,144,"['overgrow', 'protean']",['grass'],61,80,63,60,63,83
Meowscarada,15,312,265,"['overgrow', 'protean']","['grass', 'dark']",76,110,70,81,70,123
Fuecoco,4,98,62,"['blaze', 'unaware']",['fire'],67,45,59,63,40,36
Crocalor,10,307,144,"['blaze', 'unaware']",['fire'],81,55,78,90,58,49
Skeledirge,16,3265,265,"['blaze', 'unaware']","['fire', 'ghost']",104,75,100,110,75,66
Quaxly,5,61,62,"['torrent', 'moxie']",['water'],55,65,45,50,45,50
Quaxwell,12,215,144,"['torrent', 'moxie']",['water'],70,85,65,65,60,65
Quaquaval,18,619,265,"['torrent', 'moxie']","['water', 'fighting']",85,120,80,85,75,85
Lechonk,5,102,51,"['aroma-veil', 'gluttony', 'thick-fat']",['normal'],54,45,40,35,45,35
Oinkologne-Male,10,1200,171,"['lingering-aroma', 'gluttony', 'thick-fat']",['normal'],110,100,75,59,80,65
Tarountula,3,40,42,"['insomnia', 'stakeout']",['bug'],35,41,45,29,40,20
Spidops,10,165,141,"['insomnia', 'stakeout']",['bug'],60,79,92,52,86,35
Nymble,2,10,42,"['swarm', 'tinted-lens']",['bug'],33,46,40,21,25,45
Lokix,10,175,158,"['swarm', 'tinted-lens']","['bug', 'dark']",71,102,78,52,55,92
Pawmi,3,25,48,"['static', 'natural-cure', 'iron-fist']",['electric'],45,50,20,40,25,60
Pawmo,4,65,123,"['volt-absorb', 'natural-cure', 'iron-fist']","['electric', 'fighting']",60,75,40,50,40,85
Pawmot,9,410,245,"['volt-absorb', 'natural-cure', 'iron-fist']","['electric', 'fighting']",70,115,70,70,60,105
Tandemaus,3,18,61,"['run-away', 'pickup', 'own-tempo']",['normal'],50,50,45,40,45,75
Maushold-Family-Of-Four,3,23,165,"['friend-guard', 'cheek-pouch', 'technician']",['normal'],74,75,70,65,75,111
Fidough,3,109,62,"['own-tempo', 'klutz']",['fairy'],37,55,70,30,55,65
Dachsbun,5,149,167,"['well-baked-body', 'aroma-veil']",['fairy'],57,80,115,50,80,95
Smoliv,3,65,52,"['early-bird', 'harvest']","['grass', 'normal']",41,35,45,58,51,30
Dolliv,6,119,124,"['early-bird', 'harvest']","['grass', 'normal']",52,53,60,78,78,33
Arboliva,14,482,255,"['seed-sower', 'harvest']","['grass', 'normal']",78,69,90,125,109,39
Squawkabilly-Green-Plumage,6,24,146,"['intimidate', 'hustle', 'guts']","['normal', 'flying']",82,96,51,45,51,92
Nacli,4,160,56,"['purifying-salt', 'sturdy', 'clear-body']",['rock'],55,55,75,35,35,25
Naclstack,6,1050,124,"['purifying-salt', 'sturdy', 'clear-body']",['rock'],60,60,100,35,65,35
Garganacl,23,2400,250,"['purifying-salt', 'sturdy', 'clear-body']",['rock'],100,100,130,45,90,35
Charcadet,6,105,51,"['flash-fire', 'flame-body']",['fire'],40,50,40,50,40,35
Armarouge,15,850,263,"['flash-fire', 'weak-armor']","['fire', 'psychic']",85,60,100,125,80,75
Ceruledge,16,620,263,"['flash-fire', 'weak-armor']","['fire', 'ghost']",75,125,80,60,100,85
Tadbulb,3,4,54,"['own-tempo', 'static', 'damp']",['electric'],61,31,41,59,35,45
Bellibolt,12,1130,173,"['electromorphosis', 'static', 'damp']",['electric'],109,64,91,103,83,45
Wattrel,4,36,56,"['wind-power', 'volt-absorb', 'competitive']","['electric', 'flying']",40,40,35,55,40,70
Kilowattrel,14,386,172,"['wind-power', 'volt-absorb', 'competitive']","['electric', 'flying']",70,70,60,105,60,125
Maschiff,5,160,68,"['intimidate', 'run-away', 'stakeout']",['dark'],60,78,60,40,51,51
Mabosstiff,11,610,177,"['intimidate', 'guard-dog', 'stakeout']",['dark'],80,120,90,60,70,85
Shroodle,2,7,58,"['unburden', 'pickpocket', 'prankster']","['poison', 'normal']",40,65,35,40,35,75
Grafaiai,7,272,170,"['unburden', 'poison-touch', 'prankster']","['poison', 'normal']",63,95,65,80,72,110
Bramblin,6,6,55,"['wind-rider', 'infiltrator']","['grass', 'ghost']",40,65,30,45,35,60
Brambleghast,12,60,168,"['wind-rider', 'infiltrator']","['grass', 'ghost']",55,115,70,80,70,90
Toedscool,9,330,67,"['mycelium-might', 'mycelium-might']","['ground', 'grass']",40,40,35,50,100,70
Toedscruel,19,580,180,"['mycelium-might', 'mycelium-might']","['ground', 'grass']",80,70,65,80,120,100
Klawf,13,790,158,"['anger-shell', 'shell-armor', 'regenerator']",['rock'],70,100,115,35,55,75
Capsakid,3,30,61,"['chlorophyll', 'insomnia', 'klutz']",['grass'],50,62,40,62,40,50
Scovillain,9,150,170,"['chlorophyll', 'insomnia', 'moody']","['grass', 'fire']",65,108,65,108,65,75
Rellor,2,10,54,"['compound-eyes', 'shed-skin']",['bug'],41,50,60,31,58,30
Rabsca,3,35,165,"['synchronize', 'telepathy']","['bug', 'psychic']",75,50,85,115,100,45
Flittle,2,15,51,"['anticipation', 'frisk', 'speed-boost']",['psychic'],30,35,30,55,30,75
Espathra,19,900,168,"['opportunist', 'frisk', 'speed-boost']",['psychic'],95,60,60,101,60,105
Tinkatink,4,89,59,"['mold-breaker', 'own-tempo', 'pickpocket']","['fairy', 'steel']",50,45,45,35,64,58
Tinkatuff,7,591,133,"['mold-breaker', 'own-tempo', 'pickpocket']","['fairy', 'steel']",65,55,55,45,82,78
Tinkaton,7,1128,253,"['mold-breaker', 'own-tempo', 'pickpocket']","['fairy', 'steel']",85,75,77,70,105,94
Wiglett,12,18,49,"['gooey', 'rattled', 'sand-veil']",['water'],10,55,25,35,25,95
Wugtrio,12,54,149,"['gooey', 'rattled', 'sand-veil']",['water'],35,100,50,50,70,120
Bombirdier,15,429,243,"['big-pecks', 'keen-eye', 'rocky-payload']","['flying', 'dark']",70,103,85,60,85,82
Finizen,13,602,63,"['water-veil', 'water-veil']",['water'],70,45,40,45,40,75
Palafin-Zero,13,602,160,"['zero-to-hero', 'zero-to-hero']",['water'],100,70,72,53,62,100
Varoom,10,350,60,"['overcoat', 'slow-start']","['steel', 'poison']",45,70,63,30,45,47
Revavroom,18,1200,175,"['overcoat', 'filter']","['steel', 'poison']",80,119,90,54,67,90
Cyclizar,16,630,175,"['shed-skin', 'regenerator']","['dragon', 'normal']",70,95,65,85,65,121
Orthworm,25,3100,240,"['earth-eater', 'sand-veil']",['steel'],70,85,145,60,55,65
Glimmet,7,80,70,"['toxic-debris', 'corrosion']","['rock', 'poison']",48,35,42,105,60,60
Glimmora,15,450,184,"['toxic-debris', 'corrosion']","['rock', 'poison']",83,55,90,130,81,86
Greavard,6,350,58,"['pickup', 'fluffy']",['ghost'],50,61,60,30,55,34
Houndstone,20,150,171,"['sand-rush', 'fluffy']",['ghost'],72,101,100,50,97,68
Flamigo,16,370,175,"['scrappy', 'tangled-feet', 'costar']","['flying', 'fighting']",82,115,74,75,64,90
Cetoddle,12,450,67,"['thick-fat', 'snow-cloak', 'sheer-force']",['ice'],108,68,45,30,40,43
Cetitan,45,7000,182,"['thick-fat', 'slush-rush', 'sheer-force']",['ice'],170,113,65,45,55,73
Veluza,25,900,167,"['mold-breaker', 'sharpness']","['water', 'psychic']",90,102,73,78,65,70
Dondozo,120,2200,265,"['unaware', 'oblivious', 'water-veil']",['water'],150,100,115,65,65,35
Tatsugiri-Curly,3,80,166,"['commander', 'storm-drain']","['dragon', 'water']",68,50,60,120,95,82
Annihilape,12,560,268,"['vital-spirit', 'inner-focus', 'defiant']","['fighting', 'ghost']",110,115,80,50,90,90
Clodsire,18,2230,151,"['poison-point', 'water-absorb', 'unaware']","['poison', 'ground']",130,75,60,45,100,20
Farigiraf,32,1600,260,"['cud-chew', 'armor-tail', 'sap-sipper']","['normal', 'psychic']",120,90,70,110,70,60
Dudunsparce-Two-Segment,36,392,182,"['serene-grace', 'run-away', 'rattled']",['normal'],125,100,80,85,75,55
Kingambit,20,1200,275,"['defiant', 'supreme-overlord', 'pressure']","['dark', 'steel']",100,135,120,60,85,50
Great-Tusk,22,3200,285,['protosynthesis'],"['ground', 'fighting']",115,131,131,53,53,87
Scream-Tail,12,80,285,['protosynthesis'],"['fairy', 'psychic']",115,65,99,65,115,111
Brute-Bonnet,12,210,285,['protosynthesis'],"['grass', 'dark']",111,127,99,79,99,55
Flutter-Mane,14,40,285,['protosynthesis'],"['ghost', 'fairy']",55,55,55,135,135,135
Slither-Wing,32,920,285,['protosynthesis'],"['bug', 'fighting']",85,135,79,85,105,81
Sandy-Shocks,23,600,285,['protosynthesis'],"['electric', 'ground']",85,81,97,121,85,101
Iron-Treads,9,2400,285,['quark-drive'],"['ground', 'steel']",90,112,120,72,70,106
Iron-Bundle,6,110,285,['quark-drive'],"['ice', 'water']",56,80,114,124,60,136
Iron-Hands,18,3807,285,['quark-drive'],"['fighting', 'electric']",154,140,108,50,68,50
Iron-Jugulis,13,1110,285,['quark-drive'],"['dark', 'flying']",94,80,86,122,80,108
Iron-Moth,12,360,285,['quark-drive'],"['fire', 'poison']",80,70,60,140,110,110
Iron-Thorns,16,3030,285,['quark-drive'],"['rock', 'electric']",100,134,110,70,84,72
Frigibax,5,170,64,"['thermal-exchange', 'ice-body']","['dragon', 'ice']",65,75,45,35,45,55
Arctibax,8,300,148,"['thermal-exchange', 'ice-body']","['dragon', 'ice']",90,95,66,45,65,62
Baxcalibur,21,2100,300,"['thermal-exchange', 'ice-body']","['dragon', 'ice']",115,145,92,75,86,87
Gimmighoul,3,50,60,['rattled'],['ghost'],45,30,70,75,70,10
Gholdengo,12,300,275,['good-as-gold'],"['steel', 'ghost']",87,60,95,133,91,84
Wo-Chien,15,742,285,['tablets-of-ruin'],"['dark', 'grass']",85,85,100,95,135,70
Chien-Pao,19,1522,285,['sword-of-ruin'],"['dark', 'ice']",80,120,80,90,65,135
Ting-Lu,27,6997,285,['vessel-of-ruin'],"['dark', 'ground']",155,110,125,55,80,45
Chi-Yu,4,49,285,['beads-of-ruin'],"['dark', 'fire']",55,80,80,135,120,100
Roaring-Moon,20,3800,295,['protosynthesis'],"['dragon', 'dark']",105,139,71,55,101,119
Iron-Valiant,14,350,295,['quark-drive'],"['fairy', 'fighting']",74,130,90,120,60,116
Koraidon,25,3030,335,['orichalcum-pulse'],"['fighting', 'dragon']",100,135,115,85,100,135
Miraidon,35,2400,335,['hadron-engine'],"['electric', 'dragon']",100,85,100,135,115,135
Walking-Wake,35,2800,295,['protosynthesis'],"['water', 'dragon']",99,83,91,125,83,109
Iron-Leaves,15,1250,295,['quark-drive'],"['grass', 'psychic']",90,130,88,70,108,104
Dipplin,4,97,170,"['supersweet-syrup', 'gluttony', 'sticky-hold']","['grass', 'dragon']",80,80,110,95,80,40
Poltchageist,1,11,62,"['hospitality', 'heatproof']","['grass', 'ghost']",40,45,45,74,54,50
Sinistcha,2,22,178,"['hospitality', 'heatproof']","['grass', 'ghost']",71,60,106,121,80,70
Okidogi,18,922,278,"['toxic-chain', 'guard-dog']","['poison', 'fighting']",88,128,115,58,86,80
Munkidori,10,122,278,"['toxic-chain', 'frisk']","['poison', 'psychic']",88,75,66,130,90,106
Fezandipiti,14,301,278,"['toxic-chain', 'technician']","['poison', 'fairy']",88,91,82,70,125,99
Ogerpon,12,398,275,['defiant'],['grass'],80,120,84,60,96,110
Archaludon,20,600,300,"['stamina', 'sturdy', 'stalwart']","['steel', 'dragon']",90,105,130,125,65,85
Hydrapple,18,930,270,"['supersweet-syrup', 'regenerator', 'sticky-hold']","['grass', 'dragon']",106,80,110,120,80,44
Gouging-Fire,35,5900,295,['protosynthesis'],"['fire', 'dragon']",105,115,121,65,93,91
Raging-Bolt,52,4800,295,['protosynthesis'],"['electric', 'dragon']",125,73,91,137,89,75
Iron-Boulder,15,1625,295,['quark-drive'],"['rock', 'psychic']",90,120,80,68,108,124
Iron-Crown,16,1560,295,['quark-drive'],"['steel', 'psychic']",90,72,100,122,108,98
Terapagos,2,65,90,['tera-shift'],['normal'],90,65,85,65,85,60
Pecharunt,3,3,300,['poison-puppeteer'],"['poison', 'ghost']",88,88,160,88,88,88
Deoxys-Attack,17,608,270,['pressure'],['psychic'],50,180,20,180,20,150
Deoxys-Defense,17,608,270,['pressure'],['psychic'],50,70,160,70,160,90
Deoxys-Speed,17,608,270,['pressure'],['psychic'],50,95,90,95,90,180
Wormadam-Sandy,5,65,148,"['anticipation', 'overcoat']","['bug', 'ground']",60,79,105,59,85,36
Wormadam-Trash,5,65,148,"['anticipation', 'overcoat']","['bug', 'steel']",60,69,95,69,95,36
Shaymin-Sky,4,52,270,['serene-grace'],"['grass', 'flying']",100,103,75,120,75,127
Giratina-Origin,69,6500,340,['levitate'],"['ghost', 'dragon']",150,120,100,120,100,90
Rotom-Heat,3,3,182,['levitate'],"['electric', 'fire']",50,65,107,105,107,86
Rotom-Wash,3,3,182,['levitate'],"['electric', 'water']",50,65,107,105,107,86
Rotom-Frost,3,3,182,['levitate'],"['electric', 'ice']",50,65,107,105,107,86
Rotom-Fan,3,3,182,['levitate'],"['electric', 'flying']",50,65,107,105,107,86
Rotom-Mow,3,3,182,['levitate'],"['electric', 'grass']",50,65,107,105,107,86
Castform-Sunny,3,8,147,['forecast'],['fire'],70,70,70,70,70,70
Castform-Rainy,3,8,147,['forecast'],['water'],70,70,70,70,70,70
Castform-Snowy,3,8,147,['forecast'],['ice'],70,70,70,70,70,70
Basculin-Blue-Striped,10,180,161,"['rock-head', 'adaptability', 'mold-breaker']",['water'],70,92,65,80,55,98
Darmanitan-Zen,13,929,189,"['sheer-force', 'zen-mode']","['fire', 'psychic']",105,30,105,140,105,55
Meloetta-Pirouette,6,65,270,['serene-grace'],"['normal', 'fighting']",100,128,90,77,77,128
Tornadus-Therian,14,630,290,['regenerator'],['flying'],79,100,80,110,90,121
Thundurus-Therian,30,610,290,['volt-absorb'],"['electric', 'flying']",79,105,70,145,80,101
Landorus-Therian,13,680,300,['intimidate'],"['ground', 'flying']",89,145,90,105,80,91
Kyurem-Black,33,3250,350,['teravolt'],"['dragon', 'ice']",125,170,100,120,90,95
Kyurem-White,36,3250,350,['turboblaze'],"['dragon', 'ice']",125,120,90,170,100,95
Keldeo-Resolute,14,485,290,['justified'],"['water', 'fighting']",91,72,90,129,90,108
Meowstic-Female,6,85,163,"['keen-eye', 'infiltrator', 'competitive']",['psychic'],74,48,76,83,81,104
Aegislash-Blade,17,530,250,['stance-change'],"['steel', 'ghost']",60,140,50,140,50,60
Pumpkaboo-Small,3,35,67,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",44,66,70,44,55,56
Pumpkaboo-Large,5,75,67,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",54,66,70,44,55,46
Pumpkaboo-Super,8,150,67,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",59,66,70,44,55,41
Gourgeist-Small,7,95,173,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",55,85,122,58,75,99
Gourgeist-Large,11,140,173,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",75,95,122,58,75,69
Gourgeist-Super,17,390,173,"['pickup', 'frisk', 'insomnia']","['ghost', 'grass']",85,100,122,58,75,54
Venusaur-Mega,24,1555,281,['thick-fat'],"['grass', 'poison']",80,100,123,122,120,80
Charizard-Mega-X,17,1105,285,['tough-claws'],"['fire', 'dragon']",78,130,111,130,85,100
Charizard-Mega-Y,17,1005,285,['drought'],"['fire', 'flying']",78,104,78,159,115,100
Blastoise-Mega,16,1011,284,['mega-launcher'],['water'],79,103,120,135,115,78
Alakazam-Mega,12,480,270,['trace'],['psychic'],55,50,65,175,105,150
Gengar-Mega,14,405,270,['shadow-tag'],"['ghost', 'poison']",60,65,80,170,95,130
Kangaskhan-Mega,22,1000,207,['parental-bond'],['normal'],105,125,100,60,100,100
Pinsir-Mega,17,590,210,['aerilate'],"['bug', 'flying']",65,155,120,65,90,105
Gyarados-Mega,65,3050,224,['mold-breaker'],"['water', 'dark']",95,155,109,70,130,81
Aerodactyl-Mega,21,790,215,['tough-claws'],"['rock', 'flying']",80,135,85,70,95,150
Mewtwo-Mega-X,23,1270,351,['steadfast'],"['psychic', 'fighting']",106,190,100,154,100,130
Mewtwo-Mega-Y,15,330,351,['insomnia'],['psychic'],106,150,70,194,120,140
Ampharos-Mega,14,615,275,['mold-breaker'],"['electric', 'dragon']",90,95,105,165,110,45
Scizor-Mega,20,1250,210,['technician'],"['bug', 'steel']",70,150,140,65,100,75
Heracross-Mega,17,625,210,['skill-link'],"['bug', 'fighting']",80,185,115,40,105,75
Houndoom-Mega,19,495,210,['solar-power'],"['dark', 'fire']",75,90,90,140,90,115
Tyranitar-Mega,25,2550,315,['sand-stream'],"['rock', 'dark']",100,164,150,95,120,71
Blaziken-Mega,19,520,284,['speed-boost'],"['fire', 'fighting']",80,160,80,130,80,100
Gardevoir-Mega,16,484,278,['pixilate'],"['psychic', 'fairy']",68,85,65,165,135,100
Mawile-Mega,10,235,168,['huge-power'],"['steel', 'fairy']",50,105,125,55,95,50
Aggron-Mega,22,3950,284,['filter'],['steel'],70,140,230,60,80,50
Medicham-Mega,13,315,179,['pure-power'],"['fighting', 'psychic']",60,100,85,80,85,100
Manectric-Mega,18,440,201,['intimidate'],['electric'],70,75,80,135,80,135
Banette-Mega,12,130,194,['prankster'],['ghost'],64,165,75,93,83,75
Absol-Mega,12,490,198,['magic-bounce'],['dark'],65,150,60,115,60,115
Garchomp-Mega,19,950,315,['sand-force'],"['dragon', 'ground']",108,170,115,120,95,92
Lucario-Mega,13,575,219,['adaptability'],"['fighting', 'steel']",70,145,88,140,70,112
Abomasnow-Mega,27,1850,208,['snow-warning'],"['grass', 'ice']",90,132,105,132,105,30
Floette-Eternal,2,9,243,"['flower-veil', 'symbiosis']",['fairy'],74,65,67,125,128,92
Latias-Mega,18,520,315,['levitate'],"['dragon', 'psychic']",80,100,120,140,150,110
Latios-Mega,23,700,315,['levitate'],"['dragon', 'psychic']",80,130,100,160,120,110
Swampert-Mega,19,1020,286,['swift-swim'],"['water', 'ground']",100,150,110,95,110,70
Sceptile-Mega,19,552,284,['lightning-rod'],"['grass', 'dragon']",70,110,75,145,85,145
Sableye-Mega,5,1610,168,['magic-bounce'],"['dark', 'ghost']",50,85,125,85,115,20
Altaria-Mega,15,206,207,['pixilate'],"['dragon', 'fairy']",75,110,110,110,105,80
Gallade-Mega,16,564,278,['inner-focus'],"['psychic', 'fighting']",68,165,95,65,115,110
Audino-Mega,15,320,425,['healer'],"['normal', 'fairy']",103,60,126,80,126,50
Sharpedo-Mega,25,1303,196,['strong-jaw'],"['water', 'dark']",70,140,70,110,65,105
Slowbro-Mega,20,1200,207,['shell-armor'],"['water', 'psychic']",95,75,180,130,80,30
Steelix-Mega,105,7400,214,['sand-force'],"['steel', 'ground']",75,125,230,55,95,30
Pidgeot-Mega,22,505,261,['no-guard'],"['normal', 'flying']",83,80,80,135,80,121
Glalie-Mega,21,3502,203,['refrigerate'],['ice'],80,120,80,120,80,100
Diancie-Mega,11,278,315,['magic-bounce'],"['rock', 'fairy']",50,160,110,160,110,110
Metagross-Mega,25,9429,315,['tough-claws'],"['steel', 'psychic']",80,145,150,105,110,110
Kyogre-Primal,98,4300,347,['primordial-sea'],['water'],100,150,90,180,160,90
Groudon-Primal,50,9997,347,['desolate-land'],"['ground', 'fire']",100,180,160,150,90,90
Rayquaza-Mega,108,3920,351,['delta-stream'],"['dragon', 'flying']",105,180,100,180,100,115
Pikachu-Rock-Star,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Belle,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Pop-Star,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Phd,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Libre,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Cosplay,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Hoopa-Unbound,65,4900,306,['magician'],"['psychic', 'dark']",80,160,60,170,130,80
Camerupt-Mega,25,3205,196,['sheer-force'],"['fire', 'ground']",70,120,100,145,105,20
Lopunny-Mega,13,283,203,['scrappy'],"['normal', 'fighting']",65,136,94,54,96,135
Salamence-Mega,18,1126,315,['aerilate'],"['dragon', 'flying']",95,145,130,120,90,120
Beedrill-Mega,14,405,223,['adaptability'],"['bug', 'poison']",65,150,40,15,80,145
Rattata-Alola,3,38,51,"['gluttony', 'hustle', 'thick-fat']","['dark', 'normal']",30,56,35,25,35,72
Raticate-Alola,7,255,145,"['gluttony', 'hustle', 'thick-fat']","['dark', 'normal']",75,71,70,40,80,77
